views,likes,dislikes
178748,8412,59
9044077,642003,12809
23771,175,28
150539,6657,221
137551,3892,209
576496,4730,399
33888,199,41
485883,4464,409
651621,20574,778
249348,16665,541
330601,10804,510
24785,260,353
81260,1212,516
2112938,92358,1005
3138088,16297,1003
56843038,1904852,87444
550005,37198,618
2351925,149845,3147
4106304,171137,1924
508958,15857,384
296404,2605,1550
83588,3533,182
465986,9232,468
42737,236,23
2016029,21062,2319
15104666,143947,12709
10353797,201223,4787
723678,49621,1672
335646,28360,479
4452,140,10
356859,6231,737
820427,89302,337
137792,632,211
1932429,17001,1701
2102153,36582,891
113999,6038,39
403292,8650,397
10530920,555555,17245
127812,338,6
2275359,111392,3145
3244243,95558,17820
93741,1233,127
355437,13722,800
95679,500,63
1220147,69503,897
4384273,15348,400
1064495,26861,831
1165497,45068,692
77856,6529,20
816740,9052,649
176140,15955,178
471521,26036,270
2447,0,3
216658,11310,159
1134684,49928,451
160971,4436,175
1046154,39200,629
683364,5874,458
396378,16263,169
132164,779,94
1968605,122531,1155
592238,33812,622
11907002,320679,7145
7475081,1035003,4901
67078,778,33
69795,1629,75
514888,22136,244
680306,7994,2662
451381,3110,14575
913756,67288,1561
68625,3269,60
402199,2050,838
3483577,148734,2257
22607,1472,22
128002,1939,253
681439,29225,1356
1024814,174637,534
156243,7399,92
1417912,67856,653
360539,16470,640
612279,29873,520
373105,11555,264
702208,42577,723
795683,44085,236
909177,36636,902
443412,3563,100
1249486,46508,869
5464,13,1
56969,5991,33
3821846,177700,4842
129071,12681,83
76536,3536,199
474858,15051,1034
23987,1669,33
29188,411,5
2433987,65991,9011
35511,2016,11
930403,20658,970
14265,832,11
828587,38326,654
968868,32181,1279
676692,24794,1326
2227708,11817,6285
539987,14532,650
1365087,25811,8876
736276,36904,748
2885,3,0
3794124,106105,2103
1607810,39699,2268
852543,44619,674
3083469,193377,1218
1980168,77373,1955
1013330,29712,1320
8951919,360340,6503
1501756,78351,1897
589827,11839,1815
684778,62969,1492
349459,9015,430
6119211,271964,9496
259918,9228,308
619503,27379,823
1382432,16481,916
1134859,21876,391
630362,34793,358
104510,2182,273
151739,8015,104
1163659,33468,782
1709054,106755,1093
402878,1966,848
1273343,32935,1209
1586719,43567,927
605722,54920,633
245610,9004,124
309852,11348,357
2437554,70432,1172
89763,3217,342
295351,29424,293
143128,11259,185
338500,7047,86
33892,1603,239
594981,7408,770
303343,14000,286
707164,11709,1044
348854,12055,93
196552,12249,209
81878,1302,29
269447,9814,152
93664,8839,198
42513,854,7
780009,42232,1063
42910,1976,156
833312,9624,245
153898,7551,1028
431883,40912,1134
199355,10175,122
41474,1152,17
126981,336,29
399511,24848,385
1317168,49163,1145
329176,8905,175
98851,8625,39
710660,33091,739
14071,209,18
84038,823,340
1032352,122170,555
131771,1557,41
19261,1603,8
571588,38843,1342
1042458,4398,185
87397,3617,29
545535,29140,321
1624478,6674,1567
2132690,163039,1196
68936,1728,146
496264,22990,1409
401701,28206,1310
97414,3275,27
126015,6562,253
1154618,10487,528
160012,0,0
58677,2972,19
99456,4131,76
1130630,42018,1782
153513,2930,121
452087,19249,223
973134,7869,336
1803225,21804,4937
73815,7616,79
165099,694,817
60404,8400,88
571905,15124,1143
1857727,9105,2408
66181,1146,13
612044,26363,454
866967,33235,1112
58168,190,275
583305,21749,182
112466,7227,76
118094,16471,66
747879,35707,883
521200,8936,1366
122831,3962,147
62982,905,34
230292,2968,56
361370,15073,155
1314979,9837,651
63733,1022,43
792283,20927,129
178462,20997,287
277186,8207,168
19999878,395711,8694
402651,28693,203
609752,16785,571
18438,241,148
37844,1374,77
227316,6069,419
37705,961,51
128996,8203,171
137347,4429,174
1984712,26021,1965
139847,2225,25
638581,24510,580
160591,2063,121
2857743,57173,3359
2142476,106008,1722
36137,0,0
6176066,344502,8172
2167780,114202,1300
1095,8,2
5208,54,27
112694,1432,34
2132668,16577,596
2869,2,2
15117,165,4
27302,195,40
53042,2953,51
2464654,25590,825
38712,1286,45
81305,563,58
249099,11180,342
1206659,86499,785
11810,12,7
253356,12149,126
196081,8953,62
29607,2055,50
8284,27,7
11342795,683954,13904
82123,258,98
24158,177,28
145499,4040,216
342587,34686,250
1480,5,0
15203,399,13
159957,6946,234
341472,11032,512
694533,21205,788
257195,17097,543
24996,261,353
8448,57,18
81909,1217,519
2187692,93920,1034
68997838,2048049,96281
36717,204,41
3241257,16673,1033
3391,151,1
592731,38272,663
54522,248,24
5191299,184880,2143
525796,16273,392
785288,7038,594
297714,2610,1553
85898,3590,185
345600,28893,490
4736,143,11
2575435,154170,3283
2367,55,1
515929,9790,500
10595011,203961,4871
751890,50672,1696
362572,6295,752
932966,95080,361
2200529,17822,1819
434799,9087,422
118159,6108,40
2141930,36844,909
3586390,100576,18690
141897,343,6
11825470,575900,18051
141782,645,216
363154,13957,812
1456715,75745,1012
4428937,15617,411
1105611,27738,854
239773,11786,169
836305,9164,664
1185542,45596,695
97795,1271,128
113980,571,71
1360509,54560,519
516353,27621,285
5584,38,2
173742,4598,182
83207,6725,25
12382809,328876,7238
436629,16959,185
617406,34338,637
702556,5960,463
700476,8114,2682
2005522,123785,1169
4600718,167704,2623
133758,781,94
3765990,116997,4148
350853,20974,339
296440,9567,748
1750448,41770,2502
184579,2565,84
1481114,87125,3020
687321,21479,2345
10311506,388862,7644
588908,16422,1238
1713057,85196,2339
636464,17862,777
521956,13084,683
133924,3251,47
235270,3110,623
950854,35257,1222
1165229,57834,729
8464537,327501,12297
1558898,17640,1173
77288,2176,464
122586,3353,485
2126764,117804,1421
1257735,35124,833
816847,61459,822
151567,4459,629
1556203,36243,1570
454203,2218,1016
1861361,47240,1156
197420,14144,249
456992,14287,513
350159,11143,173
81706,1677,32
752064,8837,974
145093,11120,495
1484851,6093,304
208376,8646,1464
2717114,73896,1335
346530,32631,375
461918,14478,135
434617,8540,335
100921,1519,53
1017736,18601,658
476412,8543,147
966474,45634,1183
376081,16323,338
218417,13285,244
276578,12015,196
694652,54674,1848
289999,10239,173
179997,1401,113
161587,548,53
945493,10397,287
152289,5828,46
1807642,7313,1602
156600,1747,43
1190081,10587,537
117455,9627,50
430719,26033,399
351726,9308,185
1409442,51315,1201
76830,1822,172
801356,35347,786
1281845,132100,649
141179,3803,39
822215,40240,461
637028,41968,1457
73194,3342,24
2380130,172520,1268
446986,29789,1424
125762,4731,81
142155,6971,268
88992,884,376
525658,23918,1469
49280,373,31
1214739,43573,1828
506084,20571,249
72493,9593,93
149328,8272,106
1112801,8863,376
1921050,22530,5069
164325,3036,122
595693,15630,1176
179448,0,0
21636,1735,8
139228,17143,89
80252,8019,87
687107,27235,490
1902473,9294,2432
938195,34721,1154
604117,22195,184
138587,4154,157
72271,1222,15
20796,256,164
767834,36411,902
558010,9190,1415
386371,15686,162
2078,42,5
269908,6504,460
166252,695,817
242805,3236,62
1368380,10006,695
852594,21592,133
75396,966,38
666530,24859,590
295200,8544,172
70803,1062,47
186020,21524,300
440657,30270,224
625761,17072,581
60216,192,277
38653,1391,82
22118673,410051,9540
143780,4499,177
28763,197,41
2986642,58567,3466
132403,8395,172
42024,1037,55
2242220,109074,1770
2021002,26338,1987
2271673,116212,1337
36579,0,0
17164,47,1
1638,11,2
3409,2,2
6371227,350739,8363
146487,2270,25
167756,2095,128
2283526,17550,637
5708,55,27
8523,27,8
56071,3074,51
12324,15,7
286290,12662,142
123513,1529,37
254432,11319,348
2532525,25959,841
85102,576,58
1268825,88497,811
40354,1327,47
20201,213,5
31636,2108,290
210712,9581,65
367227,35324,268
137410,369,124
1543,6,0
13664373,718368,14971
5997,16,0
24462,179,28
4387,6,0
15787,410,13
154520,4201,220
166842,7164,236
80605857,2173715,104121
12787,337,13
262545,17333,548
25095,262,354
729853,21692,794
8616,60,18
82538,1229,522
2240071,94952,1054
911626,8268,704
38945,207,41
543574,16706,401
3318492,16937,1067
6231832,196595,2330
3503,153,1
626564,39140,696
347721,11150,518
4143,22,0
88021,3642,187
2761806,157088,3388
4995,150,11
558102,10211,536
298442,2616,1555
3930664,104641,19448
49914,2079,22
57285,255,24
768097,51180,1707
10775416,205630,4927
2175978,37009,915
1031803,99376,381
2374145,18613,1907
350586,29096,493
466774,9526,456
120919,6154,41
1202878,46101,702
4465685,15882,417
367973,6356,761
149005,351,6
12969561,591776,18790
1145464,28690,887
145442,653,218
1662663,80468,1090
474712,17620,202
183509,4702,185
93494,6975,28
369872,14131,822
715011,6037,467
132607,647,82
540553,28387,300
2032821,124607,1183
283379,6030,1405
13945717,2055137,23888
2618344,45197,2315
2618344,45197,2315
183357,2565,203
279273,3635,322
4628861,129026,4970
659371,27060,579
1273356,107086,847
515392,11760,4156
621447,41148,444
2131820,46913,2984
2171491,103078,4235
941900,24860,2995
18032,457,15
773985,18088,1596
256886,5791,84
11307303,405859,8321
796106,22438,932
731372,15259,935
1814564,88477,2527
179838,2401,108
182639,4106,760
427156,4407,196
1056057,36801,1368
296868,3435,806
1523322,73115,940
10997222,375535,14698
110253,2614,658
241353,10207,171
2551558,127779,1705
116657,2162,47
997979,65820,957
206351,5563,806
1322869,36043,873
224355,15353,277
500346,14929,555
1862249,38625,1850
2181405,49608,1362
426547,12648,208
487512,2360,1107
890185,9956,1123
190102,762,62
173602,11892,722
495793,9270,395
258641,9422,1774
1057014,18934,692
2861358,75505,1434
370725,34086,420
229751,1535,197
1146985,48290,1284
26736,977,29
514092,8913,169
112116,1669,62
325299,13370,237
785042,58918,2150
930115,38022,845
414428,17533,365
1210184,10652,548
232999,13918,256
181125,6912,67
304507,10553,181
92420,1170,385
1875733,7896,1629
1016320,10936,317
127104,10063,54
171443,1842,50
456016,26925,417
142009,4955,84
367999,9597,193
1452787,52271,1235
1586549,141487,750
185365,4342,58
1169046,53527,595
678221,43897,1548
2697220,183458,1346
85483,3648,28
155869,7268,277
476109,30657,1477
544402,24430,1502
179851,3158,125
1371655,46412,1902
163973,17582,116
87645,10925,97
545649,21492,267
81502,1872,184
172495,8972,112
84885,8284,93
1174168,9240,389
23186,1805,8
187973,0,0
620010,16094,1210
60371,430,34
20489,1269,25
739152,27815,519
2085048,23136,5247
1006724,36053,1207
154871,6992,187
616077,22491,188
10283,49,23
1948989,9479,2489
77512,1287,15
22356,271,169
584325,9360,1456
780237,36794,911
154779,4364,158
312140,6831,506
405190,16047,169
2318,45,5
167091,695,822
252545,3444,67
86744,469,4
26294,828,33
889178,21883,142
96019,1112,44
1406368,10136,724
461787,31134,228
193775,22058,317
309796,8835,173
77093,1092,51
640307,17298,598
61358,195,280
135041,8526,177
43450,1055,56
39232,1407,82
22963,1934,75
1921,10,2
29476,200,44
26072307,421289,11173
689783,25263,602
17322,47,1
150443,4557,184
3106800,59947,3576
2367062,113404,1851
36931,0,0
2323954,117510,1367
2069960,26852,2020
3800,2,2
6641750,358831,8604
27186,1573,42
171352,2119,130
5939,56,27
2426504,18376,658
8784,27,8
130886,1591,41
12616,17,7
87426,586,58
321421,13131,166
2597987,26272,851
1342094,90612,853
390353,35861,284
260171,11481,353
305993,5969,48
41758,1368,49
32642,2137,345
138237,371,124
1590,6,0
15982612,748479,15858
23138,238,5
225591,10154,69
6046,16,0
24606,179,28
4985,6,0
172599,7332,239
13848,343,13
91552137,2277789,110752
987536,8917,767
161370,4310,221
3393569,17209,1082
762659,22095,800
7190745,206122,2498
8719,60,18
268148,17601,555
718343,40960,773
2282302,95807,1075
560687,17049,411
2899302,159586,3464
40497,210,42
25167,262,355
83102,1236,523
3577,156,1
352528,11246,519
786794,51831,1719
597308,10554,566
2533102,19731,2011
4830,26,0
89479,3674,191
5160,152,11
298927,2616,1556
51186,2106,22
58619,263,24
1128160,103999,406
1888088,85515,1168
527531,10200,540
355131,29282,494
122974,6200,41
4499836,16135,432
372823,6433,766
377704,14359,830
159532,789,92
823882,13276,561
917612,67414,1364
721104,61880,600
794249,12277,3226
152198,8093,284
276444,9857,476
122841,17594,74
225748,4579,453
20565795,2320638,33225
1476167,247954,1269
357052,18377,468
45929,2713,72
4351979,61246,3437
185678,2988,351
76217,3797,135
503630,5232,584
316821,3433,396
593362,17722,815
23108,1042,57
143375,2200,51
44330,2142,263
900486,30503,690
5101674,134882,5368
1739960,126167,1374
1179499,57995,825
585014,12470,6178
2366705,50495,3313
2893385,118601,5203
1111552,26979,3442
870836,18996,1794
355711,7620,126
580111,6213,354
244926,2815,209
12087480,419216,8825
884295,25275,1038
837951,16328,1056
1878391,90472,2656
4938,122,9
209531,4407,860
1129790,37779,1452
328674,3634,921
1878539,85734,1117
140321,2925,834
13469626,414637,16809
526038,15283,572
266263,10629,215
2943061,135356,1907
636454,21191,671
1177722,69124,1058
246160,6204,948
244753,16170,298
1367820,36748,901
199033,12327,919
215713,905,85
518561,9497,428
265571,1622,234
511637,2441,1160
2498437,51600,1555
832700,28956,131
2077292,40364,2051
964585,10438,1193
292982,9945,1921
206601,7613,84
1300636,50216,1370
391542,35399,446
2998024,76981,1473
534419,9126,178
120303,1762,73
358932,14487,262
869739,62866,2436
1026261,39665,878
437107,18310,375
244813,14344,267
41015,1242,44
316469,10801,191
2150064,8369,1656
134736,10351,58
183937,1929,53
473307,27496,423
1812698,147018,826
385128,9878,200
1222591,10700,558
1485140,52996,1250
1061798,11294,336
222306,4755,69
1333176,58897,662
96866,3920,30
706845,45182,1598
102719,1366,390
498545,31390,1519
2986770,191695,1403
187265,17909,138
168384,7596,291
558128,24789,1520
196303,9603,124
98152,11743,98
575783,22211,282
67302,481,42
85921,1913,200
3560,0,0
1487017,48160,1964
194452,7843,213
89126,8490,97
24699,1859,10
155479,5151,86
193362,0,0
1208516,9376,394
639982,16519,1243
17592,185,22
21764,1305,25
780412,28272,545
423437,16388,177
2230014,23707,5378
83770,1380,16
1068698,37252,1260
624800,22716,191
165295,4513,169
1985412,9597,2542
192162,3262,129
22707,273,170
353125,7184,550
791342,37109,918
605079,9490,1488
25923,2020,83
2519,48,6
167672,695,830
86819,469,4
82493,1103,54
261021,3613,72
27805,855,33
10492,49,23
1440063,10232,743
29964922,431134,12821
976530,22988,154
118036,1304,51
200169,22509,331
323050,9129,175
44313,1073,56
476231,31793,231
2047,12,2
651781,17478,604
62034,197,281
39732,1419,85
3217681,61196,3663
29845,202,44
136984,8617,178
6840883,364594,8796
17466,47,1
2466364,116011,1901
707073,25492,607
154922,4594,185
2356541,118514,1389
37183,0,0
26482,78,1
2106852,27229,2046
2532012,19007,696
27626,1588,43
4114,2,2
174561,2138,133
6062,56,28
2705161,26865,883
318669,6130,48
414502,36446,296
238671,10592,74
8950,28,9
356186,13517,191
136657,1629,41
18525720,779040,16745
12904,18,7
88352,590,58
1403597,92299,875
43651,1411,49
33343,2158,358
25114,261,6
265812,11619,356
1634,6,0
138796,371,124
6082,16,0
5439,8,0
24715,180,28
166906,4418,226
1046165,9367,817
178433,7481,249
799870,22537,805
14175,344,13
8076063,214451,2661
3460380,17465,1099
102012605,2376636,117196
8798,60,18
41824,212,42
25203,263,355
2316153,96546,1087
83369,1237,526
818533,42798,855
3643,159,1
357054,11333,522
1225591,108292,447
816073,52579,1727
90923,3722,192
5169,27,0
2519348,188159,3406
1776191,21783,1286
332886,20045,2236
1880647,93713,2866
156420,8285,103
931112,33197,1100
1128222,81135,939
634223,16930,1263
82532,271,92
580931,37620,402
95487,391,199
601493,22868,709
146011,1691,1178
248455,7174,200
437779,3257,234
93383,3108,124
643906,10578,1032
987801,63319,938
323900,12552,683
981702,14393,3487
230959,24951,204
1491606,123687,476
117595,1929,244
740933,20197,236
109604,4237,142
513277,21468,715
24628712,2454898,37133
1743662,267168,1618
375527,4887,557
4754605,204004,7382
96042,3512,412
129132,4645,203
229631,4952,264
5396039,71162,3968
831957,24840,1128
671488,6226,721
691701,18624,925
364033,3749,459
289566,3965,118
611246,12817,6231
1042171,32444,765
1878816,76748,1187
5487533,140714,5668
2073237,137649,1670
16823,93,275
922483,19558,1886
3635144,133232,5990
11028,255,35
1221280,28595,3714
718243,7249,450
430729,8851,157
288379,3025,272
219585,4512,903
318249,4145,110
341247,3691,956
890115,16753,1102
12667200,429398,9124
1186840,38511,1492
951419,26783,1121
13855,266,22
2108624,92292,1195
537796,15433,582
1917514,91672,2715
155975,3059,882
280635,10835,228
676077,21918,705
15682850,444728,18376
266089,6459,991
222311,933,89
3225295,140180,2048
260006,16755,307
526000,9594,438
212257,12591,978
1307208,71238,1114
520637,14005,224
281564,1698,243
2739579,53173,1703
2224728,41769,2191
1042089,10985,1255
1402821,37301,910
524511,2477,1184
315296,10321,2016
52109,1411,50
228805,8353,98
128215,1819,81
411159,36607,467
554250,9325,180
947414,66134,2670
1420335,51801,1441
3125568,78158,1514
1086220,40602,902
409630,15908,294
190994,1967,54
253059,14632,274
454001,18879,385
72789,5211,29
330100,11083,203
140694,10625,61
2318522,8722,1686
1964795,150293,876
242776,4960,73
1086098,11497,352
405836,10183,208
1515285,53605,1278
486452,27918,430
151705,1407,391
1419942,61888,709
107273,4197,37
207033,18192,164
178072,7822,299
3203154,197222,1453
728354,46195,1640
3780,0,0
514444,31918,1539
598891,22754,295
572898,25229,1545
107174,12392,101
228114,8545,241
1549556,49052,1997
90131,1958,216
1234081,9477,395
93508,8668,108
1237792,10780,562
26302,1904,11
165000,5280,90
201114,3315,128
2304396,24067,5459
212237,9987,132
196933,0,0
19639,204,24
69982,498,42
2016852,9691,2595
816960,28643,573
22786,1349,25
800625,37372,926
437349,16642,179
1112006,38196,1299
176102,4642,174
90507,1454,16
1462885,10301,751
86386,1108,57
383461,7460,587
626248,9632,1519
22974,276,170
957603,1236,15
632018,22877,193
27710,2073,89
2691,51,6
170075,696,849
266915,3722,75
86861,469,4
726679,25676,614
29000,869,33
340965,9448,181
34043133,439742,14616
10621,49,23
206100,23034,335
490106,32341,236
140005,1518,57
45118,1092,56
2171,12,2
87105,406,27
62469,199,281
3320677,62276,3745
2535143,117722,1937
40251,1426,85
2382878,119254,1404
195525,2205,148
2143706,27662,2086
30156,203,46
6988208,368569,8898
138467,8693,179
17616,49,1
27862,1605,44
157286,4637,187
26710,78,1
37346,0,0
2659593,20003,723
4386,2,2
437509,36907,306
6183,56,29
2788162,27260,896
1456636,93590,895
27571,286,6
382766,13924,211
